Date,Community,Year,Month,Day,Hour,Minute,Age,Sex,Race,Latitude,Longitude,Location,ZIP_CODE
2011-10-23 10:40:00,West Englewood,2011,10,23,10,40,30-39,M,BLK,41.77289966894669,-87.66293854747082,POINT (-87.662938547471 41.772899668947),60636.0
2011-10-24 10:03:00,South Shore,2011,10,24,10,3,0-19,M,BLK,41.76347966894669,-87.56616854747082,POINT (-87.566168547471 41.763479668947),60649.0
2011-10-25 10:06:00,Austin,2011,10,25,10,6,20-29,M,BLK,41.87686690414193,-87.75454094130077,POINT (-87.754540941301 41.876866904142),60644.0
2011-10-25 10:06:00,Austin,2011,10,25,10,6,20-29,M,BLK,41.87686690414193,-87.75454094130077,POINT (-87.754540941301 41.876866904142),60644.0
2011-10-25 20:05:00,West Englewood,2011,10,25,20,5,20-29,M,BLK,41.79281309585807,-87.67710905869923,POINT (-87.677109058699 41.792813095858),60636.0
2011-10-28 22:07:00,South Shore,2011,10,28,22,7,50-59,M,BLK,41.75211690414193,-87.56665905869923,POINT (-87.566659058699 41.752116904142),60649.0
2011-10-29 06:00:00,North Lawndale,2011,10,29,6,0,70-79,M,BLK,41.85941690414193,-87.72365094130078,POINT (-87.723650941301 41.859416904142),60623.0
2011-10-30 03:27:00,Austin,2011,10,30,3,27,30-39,M,BLK,41.91304309585807,-87.76635905869924,POINT (-87.766359058699 41.913043095858),60639.0
2011-10-30 16:40:00,Englewood,2011,10,30,16,40,80+,M,BLK,41.7773705,-87.63163,POINT (-87.63163 41.7773705),60621.0
2011-11-01 08:18:00,South Shore,2011,11,1,8,18,0-19,M,BLK,41.7585105,-87.56469,POINT (-87.56469 41.7585105),60649.0
2011-11-05 02:14:00,North Lawndale,2011,11,5,2,14,20-29,M,BLK,41.8638205,-87.70454,POINT (-87.70454 41.8638205),60623.0
2011-11-05 12:14:00,Austin,2011,11,5,12,14,30-39,M,BLK,41.88659834585807,-87.76311465387965,POINT (-87.76311465388 41.886598345858),60644.0
2011-11-10 00:25:00,Englewood,2011,11,10,0,25,0-19,M,BLK,41.79234966894668,-87.62923854747082,POINT (-87.629238547471 41.792349668947),60621.0
2011-11-15 17:20:00,West Englewood,2011,11,15,17,20,30-39,M,BLK,41.77379834585807,-87.66561534612035,POINT (-87.66561534612 41.773798345858),60636.0
2011-11-18 20:34:00,South Shore,2011,11,18,20,34,30-39,M,BLK,41.7583205,-87.56259,POINT (-87.56259 41.7583205),60649.0
2011-11-19 02:12:00,West Englewood,2011,11,19,2,12,20-29,M,BLK,41.76554309585807,-87.66174905869923,POINT (-87.661749058699 41.765543095858),60636.0
2011-11-21 10:18:00,West Englewood,2011,11,21,10,18,20-29,M,BLK,41.76011966894669,-87.66364854747083,POINT (-87.663648547471 41.760119668947),60636.0
2011-11-27 00:54:00,West Englewood,2011,11,27,0,54,20-29,M,BLK,41.78047690414194,-87.67382094130078,POINT (-87.673820941301 41.780476904142),60636.0
2011-11-27 22:49:00,Austin,2011,11,27,22,49,30-39,M,BLK,41.88926309585807,-87.74921905869923,POINT (-87.749219058699 41.889263095858),60644.0
2011-11-28 17:06:00,Austin,2011,11,28,17,6,0-19,M,BLK,41.91389049999999,-87.76366,POINT (-87.76366 41.9138905),60639.0
2011-11-30 18:36:00,West Englewood,2011,11,30,18,36,20-29,M,BLK,41.78870690414193,-87.67307905869923,POINT (-87.673079058699 41.788706904142),60636.0
2011-12-19 17:41:00,South Shore,2011,12,19,17,41,30-39,M,BLK,41.77157165414193,-87.57523534612034,POINT (-87.57523534612 41.771571654142),60649.0
2011-12-21 04:20:00,Austin,2011,12,21,4,20,40-49,M,BLK,41.8818605,-87.76312,POINT (-87.76312 41.8818605),60644.0
2011-12-23 09:59:00,West Englewood,2011,12,23,9,59,20-29,M,BLK,41.77908165414193,-87.67003534612034,POINT (-87.67003534612 41.779081654142),60636.0
2011-12-24 10:26:00,Austin,2011,12,24,10,26,20-29,M,BLK,41.87274690414193,-87.74512905869923,POINT (-87.745129058699 41.872746904142),60644.0
2011-12-27 18:55:00,Englewood,2011,12,27,18,55,0-19,M,BLK,41.77438834585807,-87.64522534612034,POINT (-87.64522534612 41.774388345858),60621.0
2011-12-27 18:55:00,Englewood,2011,12,27,18,55,0-19,M,BLK,41.77438834585807,-87.64522534612034,POINT (-87.64522534612 41.774388345858),60621.0
2011-12-29 20:16:00,North Lawndale,2011,12,29,20,16,20-29,M,BLK,41.86032309585807,-87.70560905869924,POINT (-87.705609058699 41.860323095858),60623.0
2011-12-29 20:32:00,Austin,2011,12,29,20,32,40-49,M,BLK,41.90168690414193,-87.77495094130077,POINT (-87.774950941301 41.901686904142),60651.0
2011-12-31 15:05:00,Englewood,2011,12,31,15,5,0-19,M,BLK,41.78390690414193,-87.64570094130077,POINT (-87.645700941301 41.783906904142),60621.0
2012-01-02 16:28:00,South Shore,2012,1,2,16,28,30-39,M,BLK,41.75396309585807,-87.56363094130077,POINT (-87.563630941301 41.753963095858),60649.0
2012-01-02 17:53:00,West Englewood,2012,1,2,17,53,40-49,M,BLK,41.7723805,-87.67147,POINT (-87.67147 41.7723805),60636.0
2012-01-03 12:07:00,Humboldt Park,2012,1,3,12,7,30-39,M,BLK,41.90016690414193,-87.72665905869923,POINT (-87.726659058699 41.900166904142),60651.0
2012-01-04 20:11:00,West Englewood,2012,1,4,20,11,0-19,M,BLK,41.79012834585807,-87.66262534612034,POINT (-87.66262534612 41.790128345858),60636.0
2012-01-05 01:55:00,Austin,2012,1,5,1,55,50-59,M,BLK,41.87959834585807,-87.74067465387967,POINT (-87.74067465388 41.879598345858),60644.0
2012-01-07 17:54:00,West Englewood,2012,1,7,17,54,30-39,F,BLK,41.79130165414193,-87.66357534612034,POINT (-87.66357534612 41.791301654142),60636.0
2012-01-09 08:28:00,Englewood,2012,1,9,8,28,20-29,M,BLK,41.78867690414193,-87.64908905869923,POINT (-87.649089058699 41.788676904142),60621.0
2012-01-10 16:39:00,Austin,2012,1,10,16,39,20-29,M,BLK,41.86961690414193,-87.74863905869923,POINT (-87.748639058699 41.869616904142),60644.0
2012-01-14 04:50:00,South Shore,2012,1,14,4,50,30-39,M,BLK,41.75719834585807,-87.59009465387966,POINT (-87.59009465388 41.757198345858),60619.0
2012-01-23 08:56:00,South Shore,2012,1,23,8,56,20-29,M,BLK,41.76029309585807,-87.57204094130077,POINT (-87.572040941301 41.760293095858),60649.0
2012-01-23 15:53:00,West Englewood,2012,1,23,15,53,20-29,M,BLK,41.77032834585807,-87.67501534612035,POINT (-87.67501534612 41.770328345858),60636.0
2012-02-01 15:56:00,North Lawndale,2012,2,1,15,56,20-29,M,BLK,41.85557966894668,-87.70384854747083,POINT (-87.703848547471 41.855579668947),60623.0
2012-02-08 00:23:00,West Englewood,2012,2,8,0,23,20-29,M,BLK,41.7863705,-87.65578,POINT (-87.65578 41.7863705),60636.0
2012-02-11 04:38:00,Austin,2012,2,11,4,38,20-29,M,BLK,41.88428690414193,-87.75901905869924,POINT (-87.759019058699 41.884286904142),60644.0
2012-02-12 01:00:00,North Lawndale,2012,2,12,1,0,30-39,M,BLK,41.85409165414193,-87.71812534612035,POINT (-87.71812534612 41.854091654142),60623.0
2012-02-17 11:58:00,Humboldt Park,2012,2,17,11,58,20-29,M,BLK,41.89357165414193,-87.71462534612034,POINT (-87.71462534612 41.893571654142),60624.0
2012-02-19 18:40:00,South Shore,2012,2,19,18,40,50-59,M,BLK,41.75237309585807,-87.56380905869923,POINT (-87.563809058699 41.752373095858),60649.0
2012-02-19 18:40:00,South Shore,2012,2,19,18,40,0-19,M,BLK,41.75237309585807,-87.56380905869923,POINT (-87.563809058699 41.752373095858),60649.0
2012-02-23 18:42:00,North Lawndale,2012,2,23,18,42,20-29,M,BLK,41.86014309585807,-87.70588905869923,POINT (-87.705889058699 41.860143095858),60623.0
2012-03-02 17:05:00,Austin,2012,3,2,17,5,30-39,M,BLK,41.89225690414193,-87.77119094130077,POINT (-87.771190941301 41.892256904142),60644.0
2012-03-09 18:35:00,Austin,2012,3,9,18,35,20-29,M,BLK,41.88790690414193,-87.75768094130076,POINT (-87.757680941301 41.887906904142),60644.0
2012-03-10 01:59:00,Humboldt Park,2012,3,10,1,59,20-29,M,BLK,41.91036690414193,-87.71020905869923,POINT (-87.710209058699 41.910366904142),60647.0
2012-03-18 22:50:00,Humboldt Park,2012,3,18,22,50,20-29,M,WWH,41.90550690414193,-87.72506094130077,POINT (-87.725060941301 41.905506904142),60651.0
2012-03-21 08:36:00,Englewood,2012,3,21,8,36,30-39,M,BLK,41.78370834585807,-87.64381534612033,POINT (-87.64381534612 41.783708345858),60621.0
2012-03-21 10:06:00,West Englewood,2012,3,21,10,6,20-29,M,BLK,41.7623605,-87.66409,POINT (-87.66409 41.7623605),60636.0
2012-03-22 18:42:00,West Englewood,2012,3,22,18,42,30-39,M,BLK,41.79334966894668,-87.66091854747083,POINT (-87.660918547471 41.793349668947),60636.0
2012-03-24 21:28:00,West Englewood,2012,3,24,21,28,40-49,M,BLK,41.77941165414193,-87.66998465387967,POINT (-87.66998465388 41.779411654142),60636.0
2012-03-25 00:33:00,Englewood,2012,3,25,0,33,0-19,M,BLK,41.78741966894668,-87.64496854747082,POINT (-87.644968547471 41.787419668947),60621.0
2012-03-26 14:38:00,West Englewood,2012,3,26,14,38,0-19,M,BLK,41.76139834585807,-87.66122534612035,POINT (-87.66122534612 41.761398345858),60636.0
2012-03-27 19:51:00,South Shore,2012,3,27,19,51,20-29,F,BLK,41.75933309585807,-87.59027905869924,POINT (-87.590279058699 41.759333095858),60619.0
2012-04-14 02:45:00,West Englewood,2012,4,14,2,45,30-39,M,BLK,41.7681705,-87.65615,POINT (-87.65615 41.7681705),60636.0
2012-04-14 04:33:00,North Lawndale,2012,4,14,4,33,20-29,F,BLK,41.85562309585807,-87.72312905869923,POINT (-87.723129058699 41.855623095858),60623.0
2012-04-15 01:45:00,North Lawndale,2012,4,15,1,45,20-29,M,BLK,41.86448309585807,-87.72307905869923,POINT (-87.723079058699 41.864483095858),60623.0
2012-04-15 02:46:00,Austin,2012,4,15,2,46,0-19,M,BLK,41.90028834585807,-87.76771465387966,POINT (-87.76771465388 41.900288345858),60651.0
2012-04-16 04:05:00,Austin,2012,4,16,4,5,20-29,M,BLK,41.87729309585807,-87.73956094130077,POINT (-87.739560941301 41.877293095858),60624.0
2012-04-20 17:17:00,Humboldt Park,2012,4,20,17,17,30-39,M,BLK,41.9067205,-87.73119,POINT (-87.73119 41.9067205),60651.0
2012-04-22 12:16:00,West Englewood,2012,4,22,12,16,20-29,M,BLK,41.76163690414193,-87.66039905869923,POINT (-87.660399058699 41.761636904142),60636.0
2012-04-29 03:20:00,Austin,2012,4,29,3,20,20-29,M,BLK,41.8873305,-87.75374,POINT (-87.75374 41.8873305),60644.0
2012-04-30 18:53:00,Austin,2012,4,30,18,53,20-29,M,BLK,41.88825690414193,-87.75211905869924,POINT (-87.752119058699 41.888256904142),60644.0
2012-05-02 23:52:00,Austin,2012,5,2,23,52,20-29,M,BLK,41.9114105,-87.7717,POINT (-87.7717 41.9114105),60639.0
2012-05-22 22:30:00,Austin,2012,5,22,22,30,50-59,M,BLK,41.88478690414193,-87.75879094130077,POINT (-87.758790941301 41.884786904142),60644.0
2012-05-26 02:16:00,North Lawndale,2012,5,26,2,16,0-19,M,BLK,41.8594405,-87.71631,POINT (-87.71631 41.8594405),60623.0
2012-05-28 17:39:00,North Lawndale,2012,5,28,17,39,0-19,M,BLK,41.86016690414193,-87.70806905869924,POINT (-87.708069058699 41.860166904142),60623.0
2012-05-28 18:06:00,North Lawndale,2012,5,28,18,6,40-49,F,WHI,41.86101309585807,-87.70712905869924,POINT (-87.707129058699 41.861013095858),60623.0
2012-05-28 21:56:00,West Englewood,2012,5,28,21,56,30-39,M,BLK,41.77062834585807,-87.66810534612034,POINT (-87.66810534612 41.770628345858),60636.0
2012-06-02 15:43:00,South Shore,2012,6,2,15,43,0-19,M,BLK,41.76223690414193,-87.56087094130076,POINT (-87.560870941301 41.762236904142),60649.0
2012-06-02 22:26:00,Humboldt Park,2012,6,2,22,26,30-39,M,BLK,41.9010805,-87.72765,POINT (-87.72765 41.9010805),60651.0
2012-06-13 05:52:00,Englewood,2012,6,13,5,52,30-39,M,BLK,41.75990690414193,-87.65236094130077,POINT (-87.652360941301 41.759906904142),60621.0
2012-06-16 19:00:00,West Englewood,2012,6,16,19,0,0-19,F,BLK,41.76510690414193,-87.67386094130077,POINT (-87.673860941301 41.765106904142),60636.0
2012-06-17 01:26:00,Austin,2012,6,17,1,26,30-39,M,BLK,41.90588309585807,-87.76015905869923,POINT (-87.760159058699 41.905883095858),60651.0
2012-06-19 01:12:00,Austin,2012,6,19,1,12,20-29,M,BLK,41.90309309585807,-87.77375094130076,POINT (-87.773750941301 41.903093095858),60651.0
2012-06-19 01:12:00,Austin,2012,6,19,1,12,20-29,M,BLK,41.90309309585807,-87.77375094130076,POINT (-87.773750941301 41.903093095858),60651.0
2012-06-22 20:39:00,Englewood,2012,6,22,20,39,0-19,M,BLK,41.76665690414193,-87.64317905869923,POINT (-87.643179058699 41.766656904142),60621.0
2012-06-24 01:59:00,Humboldt Park,2012,6,24,1,59,20-29,M,BLK,41.89482690414193,-87.71958094130076,POINT (-87.719580941301 41.894826904142),60624.0
2012-06-27 22:43:00,Austin,2012,6,27,22,43,0-19,F,BLK,41.9114905,-87.76446,POINT (-87.76446 41.9114905),60639.0
2012-06-30 12:47:00,Austin,2012,6,30,12,47,50-59,M,BLK,41.88215309585807,-87.74888905869923,POINT (-87.748889058699 41.882153095858),60644.0
2012-06-30 12:47:00,Austin,2012,6,30,12,47,30-39,M,BLK,41.88215309585807,-87.74888905869923,POINT (-87.748889058699 41.882153095858),60644.0
2012-07-04 10:29:00,Humboldt Park,2012,7,4,10,29,30-39,M,BLK,41.91297834585807,-87.72584465387966,POINT (-87.72584465388 41.912978345858),60647.0
2012-07-05 03:39:00,Austin,2012,7,5,3,39,0-19,M,BLK,41.91206165414193,-87.74754534612035,POINT (-87.74754534612 41.912061654142),60639.0
2012-07-14 02:02:00,North Lawndale,2012,7,14,2,2,20-29,M,BLK,41.86742165414193,-87.70262534612034,POINT (-87.70262534612 41.867421654142),60612.0
2012-07-15 21:20:00,South Shore,2012,7,15,21,20,20-29,M,BLK,41.75194690414193,-87.57954094130076,POINT (-87.579540941301 41.751946904142),60649.0
2012-07-17 15:04:00,South Shore,2012,7,17,15,4,20-29,M,BLK,41.75183165414193,-87.56110465387965,POINT (-87.56110465388 41.751831654142),60649.0
2012-07-19 15:43:00,West Englewood,2012,7,19,15,43,0-19,M,WBH,41.78536165414193,-87.66222534612034,POINT (-87.66222534612 41.785361654142),60636.0
2012-07-21 00:34:00,Englewood,2012,7,21,0,34,20-29,M,BLK,41.79082309585807,-87.64911905869923,POINT (-87.649119058699 41.790823095858),60621.0
2012-07-21 00:51:00,Austin,2012,7,21,0,51,0-19,M,BLK,41.8874905,-87.77388,POINT (-87.77388 41.8874905),60644.0
2012-07-21 23:23:00,West Englewood,2012,7,21,23,23,0-19,M,BLK,41.76434966894669,-87.65893854747083,POINT (-87.658938547471 41.764349668947),60636.0
2012-07-25 21:45:00,South Shore,2012,7,25,21,45,0-19,M,BLK,41.76178690414193,-87.58861094130077,POINT (-87.588610941301 41.761786904142),60619.0
2012-07-30 21:41:00,Austin,2012,7,30,21,41,30-39,M,BLK,41.88759309585807,-87.75612094130076,POINT (-87.756120941301 41.887593095858),60644.0
2012-07-31 23:10:00,North Lawndale,2012,7,31,23,10,30-39,M,BLK,41.86416690414193,-87.73381905869923,POINT (-87.733819058699 41.864166904142),60623.0
2012-08-01 01:10:00,Austin,2012,8,1,1,10,0-19,M,BLK,41.90105309585807,-87.75293905869923,POINT (-87.752939058699 41.901053095858),60651.0
2012-08-02 12:50:00,Humboldt Park,2012,8,2,12,50,0-19,M,BLK,41.8918805,-87.72247,POINT (-87.72247 41.8918805),60624.0
2012-08-02 12:50:00,Humboldt Park,2012,8,2,12,50,0-19,M,BLK,41.8918805,-87.72247,POINT (-87.72247 41.8918805),60624.0
2012-08-02 21:32:00,Austin,2012,8,2,21,32,50-59,M,BLK,41.89831834585807,-87.75171465387966,POINT (-87.75171465388 41.898318345858),60651.0
2012-08-05 22:24:00,South Shore,2012,8,5,22,24,20-29,M,BLK,41.76063690414193,-87.56722094130077,POINT (-87.567220941301 41.760636904142),60649.0
2012-08-09 03:46:00,West Englewood,2012,8,9,3,46,20-29,M,BLK,41.78939834585807,-87.66868534612034,POINT (-87.66868534612 41.789398345858),60636.0
2012-08-13 21:55:00,West Englewood,2012,8,13,21,55,20-29,M,BLK,41.78912690414193,-87.65585094130077,POINT (-87.655850941301 41.789126904142),60636.0
2012-08-15 00:05:00,South Shore,2012,8,15,0,5,30-39,M,BLK,41.75785690414193,-87.56313905869924,POINT (-87.563139058699 41.757856904142),60649.0
2012-08-15 18:48:00,South Shore,2012,8,15,18,48,30-39,M,BLK,41.76856165414193,-87.56850534612035,POINT (-87.56850534612 41.768561654142),60649.0
2012-08-15 22:27:00,West Englewood,2012,8,15,22,27,20-29,M,BLK,41.78067834585807,-87.66152465387965,POINT (-87.66152465388 41.780678345858),60636.0
2012-08-17 19:03:00,Austin,2012,8,17,19,3,20-29,M,BLK,41.87378834585807,-87.74229465387965,POINT (-87.74229465388 41.873788345858),60644.0
2012-08-18 11:53:00,Englewood,2012,8,18,11,53,30-39,M,BLK,41.7584105,-87.64683,POINT (-87.64683 41.7584105),60621.0
2012-09-15 01:13:00,Humboldt Park,2012,9,15,1,13,20-29,M,BLK,41.89799165414193,-87.71460465387966,POINT (-87.71460465388 41.897991654142),60651.0
2012-09-16 03:30:00,Austin,2012,9,16,3,30,20-29,M,BLK,41.9041505,-87.75688,POINT (-87.75688 41.9041505),60651.0
2012-09-17 14:50:00,Englewood,2012,9,17,14,50,20-29,M,BLK,41.78634834585807,-87.63735465387965,POINT (-87.63735465388 41.786348345858),60621.0
2012-09-20 23:37:00,Humboldt Park,2012,9,20,23,37,20-29,M,WWH,41.90787690414193,-87.70943905869923,POINT (-87.709439058699 41.907876904142),60651.0
2012-10-08 20:16:00,South Shore,2012,10,8,20,16,0-19,M,BLK,41.76018165414193,-87.59026465387966,POINT (-87.59026465388 41.760181654142),60619.0
2012-10-09 20:01:00,Englewood,2012,10,9,20,1,30-39,M,BLK,41.78699690414193,-87.65239905869923,POINT (-87.652399058699 41.786996904142),60621.0
2012-10-12 19:14:00,South Shore,2012,10,12,19,14,70-79,M,BLK,41.77115165414193,-87.58438534612034,POINT (-87.58438534612 41.771151654142),60649.0
2012-10-12 23:27:00,Englewood,2012,10,12,23,27,30-39,M,BLK,41.76564309585807,-87.63576094130077,POINT (-87.635760941301 41.765643095858),60621.0
2012-10-13 18:35:00,West Englewood,2012,10,13,18,35,30-39,M,WWH,41.78342309585807,-87.66389094130076,POINT (-87.663890941301 41.783423095858),60636.0
2012-10-19 09:39:00,West Englewood,2012,10,19,9,39,30-39,M,BLK,41.76005165414193,-87.67161465387966,POINT (-87.67161465388 41.760051654142),60636.0
2012-10-21 03:07:00,Austin,2012,10,21,3,7,20-29,M,BLK,41.88191834585807,-87.76548534612034,POINT (-87.76548534612 41.881918345858),60644.0
2012-10-27 08:15:00,Humboldt Park,2012,10,27,8,15,20-29,M,BLK,41.89875165414193,-87.72197465387966,POINT (-87.72197465388 41.898751654142),60651.0
2012-10-28 10:15:00,Humboldt Park,2012,10,28,10,15,20-29,M,BLK,41.90197834585807,-87.72692465387966,POINT (-87.72692465388 41.901978345858),60651.0
2012-10-28 16:32:00,Englewood,2012,10,28,16,32,20-29,M,BLK,41.76872690414193,-87.64410094130076,POINT (-87.644100941301 41.768726904142),60621.0
2012-10-29 18:17:00,Humboldt Park,2012,10,29,18,17,30-39,F,WWH,41.91093165414193,-87.71038534612035,POINT (-87.71038534612 41.910931654142),60647.0
2012-10-31 09:14:00,Austin,2012,10,31,9,14,0-19,M,BLK,41.89052165414193,-87.74839534612035,POINT (-87.74839534612 41.890521654142),60644.0
2012-11-03 04:01:00,Englewood,2012,11,3,4,1,0-19,M,BLK,41.79181834585807,-87.63350465387965,POINT (-87.63350465388 41.791818345858),60621.0
2012-11-10 12:56:00,South Shore,2012,11,10,12,56,20-29,M,BLK,41.75144690414193,-87.55892094130077,POINT (-87.558920941301 41.751446904142),60649.0
2012-11-15 18:32:00,Austin,2012,11,15,18,32,20-29,M,WHI,41.90012165414193,-87.75496465387965,POINT (-87.75496465388 41.900121654142),60651.0
2012-11-16 12:46:00,North Lawndale,2012,11,16,12,46,40-49,M,BLK,41.86405690414193,-87.73410905869923,POINT (-87.734109058699 41.864056904142),60623.0
2012-11-16 18:33:00,Austin,2012,11,16,18,33,30-39,M,BLK,41.88435309585807,-87.74919905869923,POINT (-87.749199058699 41.884353095858),60644.0
2012-11-24 18:50:00,Englewood,2012,11,24,18,50,20-29,M,BLK,41.79274165414193,-87.64361465387965,POINT (-87.64361465388 41.792741654142),60621.0
2012-11-28 20:42:00,South Shore,2012,11,28,20,42,20-29,M,BLK,41.77015165414193,-87.58227465387967,POINT (-87.58227465388 41.770151654142),60649.0
2012-11-30 23:09:00,Englewood,2012,11,30,23,9,30-39,M,BLK,41.78232309585807,-87.64928094130077,POINT (-87.649280941301 41.782323095858),60621.0
2012-12-01 15:00:00,Austin,2012,12,1,15,0,20-29,F,BLK,41.8852305,-87.74629,POINT (-87.74629 41.8852305),60644.0
2012-12-09 18:40:00,Humboldt Park,2012,12,9,18,40,0-19,M,BLK,41.9004305,-87.72489,POINT (-87.72489 41.9004305),60651.0
2012-12-09 21:30:00,Austin,2012,12,9,21,30,30-39,M,WBH,41.86728690414194,-87.77433905869923,POINT (-87.774339058699 41.867286904142),60644.0
2012-12-17 22:35:00,Austin,2012,12,17,22,35,30-39,M,BLK,41.89345690414193,-87.77129094130076,POINT (-87.771290941301 41.893456904142),60644.0
2012-12-23 06:22:00,Humboldt Park,2012,12,23,6,22,20-29,M,BLK,41.90334690414193,-87.71004905869923,POINT (-87.710049058699 41.903346904142),60651.0
2012-12-25 23:38:00,West Englewood,2012,12,25,23,38,0-19,M,BLK,41.76889966894669,-87.67459854747082,POINT (-87.674598547471 41.768899668947),60636.0
2012-12-27 20:51:00,Austin,2012,12,27,20,51,40-49,M,BLK,41.8979105,-87.75055,POINT (-87.75055 41.8979105),60651.0
2013-01-05 15:09:00,West Englewood,2013,1,5,15,9,0-19,M,BLK,41.79344309585807,-87.65928094130076,POINT (-87.659280941301 41.793443095858),60636.0
2013-01-10 18:13:00,South Shore,2013,1,10,18,13,30-39,M,BLK,41.76616834585807,-87.57452465387966,POINT (-87.57452465388 41.766168345858),60649.0
2013-01-10 21:19:00,West Englewood,2013,1,10,21,19,30-39,M,BLK,41.77825165414193,-87.67085534612035,POINT (-87.67085534612 41.778251654142),60636.0
2013-01-13 00:48:00,North Lawndale,2013,1,13,0,48,20-29,M,BLK,41.86410834585807,-87.72359465387966,POINT (-87.72359465388 41.864108345858),60623.0
2013-01-14 04:15:00,Austin,2013,1,14,4,15,20-29,M,BLK,41.87712966894669,-87.75504854747082,POINT (-87.755048547471 41.877129668947),60644.0
2013-01-15 09:25:00,North Lawndale,2013,1,15,9,25,50-59,M,BLK,41.86385834585807,-87.70953534612035,POINT (-87.70953534612 41.863858345858),60623.0
2013-01-18 21:15:00,Austin,2013,1,18,21,15,20-29,M,BLK,41.90970834585807,-87.76347534612034,POINT (-87.76347534612 41.909708345858),60639.0
2013-01-23 18:02:00,Humboldt Park,2013,1,23,18,2,30-39,M,BLK,41.89949690414193,-87.72244094130077,POINT (-87.722440941301 41.899496904142),60651.0
2013-01-25 14:59:00,Englewood,2013,1,25,14,59,50-59,M,BLK,41.7874305,-87.63419,POINT (-87.63419 41.7874305),60621.0
2013-01-26 02:17:00,North Lawndale,2013,1,26,2,17,30-39,M,BLK,41.86855966894669,-87.69687854747082,POINT (-87.696878547471 41.868559668947),60612.0
2013-01-26 22:21:00,Englewood,2013,1,26,22,21,30-39,M,BLK,41.76597834585807,-87.65020465387965,POINT (-87.65020465388 41.765978345858),60621.0
2013-02-08 02:01:00,Englewood,2013,2,8,2,1,30-39,M,BLK,41.76869165414193,-87.64967534612035,POINT (-87.64967534612 41.768691654142),60621.0
2013-02-15 19:07:00,Humboldt Park,2013,2,15,19,7,0-19,F,BLK,41.90132165414193,-87.72598465387966,POINT (-87.72598465388 41.901321654142),60651.0
2013-02-22 00:51:00,West Englewood,2013,2,22,0,51,20-29,M,BLK,41.77293690414193,-87.66364094130077,POINT (-87.663640941301 41.772936904142),60636.0
2013-02-23 17:43:00,Austin,2013,2,23,17,43,30-39,M,BLK,41.88948165414193,-87.74690534612034,POINT (-87.74690534612 41.889481654142),60644.0
2013-02-24 07:00:00,Austin,2013,2,24,7,0,30-39,M,WWH,41.87901834585807,-87.74492465387966,POINT (-87.74492465388 41.879018345858),60644.0
2013-03-06 20:41:00,Humboldt Park,2013,3,6,20,41,20-29,M,WWH,41.9055705,-87.71438,POINT (-87.71438 41.9055705),60651.0
2013-03-23 09:47:00,South Shore,2013,3,23,9,47,20-29,M,BLK,41.75265049999999,-87.55538,POINT (-87.55538 41.7526505),60649.0
2013-04-03 19:52:00,Englewood,2013,4,3,19,52,30-39,M,BLK,41.78789309585807,-87.62902094130077,POINT (-87.629020941301 41.787893095858),60621.0
2013-04-08 09:00:00,South Shore,2013,4,8,9,0,30-39,M,BLK,41.76008966894668,-87.59052854747083,POINT (-87.590528547471 41.760089668947),60619.0
2013-04-13 02:47:00,Humboldt Park,2013,4,13,2,47,0-19,M,WWH,41.9068305,-87.71077,POINT (-87.71077 41.9068305),60651.0
2013-04-19 19:50:00,Austin,2013,4,19,19,50,30-39,M,BLK,41.90024165414193,-87.77016465387966,POINT (-87.77016465388 41.900241654142),60651.0
2013-05-01 00:10:00,South Shore,2013,5,1,0,10,20-29,M,BLK,41.76980165414193,-87.58528534612034,POINT (-87.58528534612 41.769801654142),60649.0
2013-05-01 01:20:00,North Lawndale,2013,5,1,1,20,20-29,M,BLK,41.85375165414193,-87.71397534612034,POINT (-87.71397534612 41.853751654142),60623.0
2013-05-12 03:30:00,South Shore,2013,5,12,3,30,20-29,M,BLK,41.75978309585807,-87.55478905869923,POINT (-87.554789058699 41.759783095858),60649.0
2013-05-12 15:57:00,Englewood,2013,5,12,15,57,20-29,M,BLK,41.77514309585807,-87.64628905869922,POINT (-87.646289058699 41.775143095858),60621.0
2013-05-15 00:35:00,Englewood,2013,5,15,0,35,20-29,M,BLK,41.77866966894668,-87.65295854747082,POINT (-87.652958547471 41.778669668947),60621.0
2013-05-17 20:05:00,Austin,2013,5,17,20,5,40-49,M,BLK,41.88506834585807,-87.77136465387966,POINT (-87.77136465388 41.885068345858),60644.0
2013-05-17 23:25:00,North Lawndale,2013,5,17,23,25,20-29,F,BLK,41.86547165414193,-87.73343465387966,POINT (-87.73343465388 41.865471654142),60623.0
2013-05-18 04:15:00,Austin,2013,5,18,4,15,20-29,M,BLK,41.89652165414193,-87.74720534612034,POINT (-87.74720534612 41.896521654142),60651.0
2013-05-18 21:09:00,Englewood,2013,5,18,21,9,30-39,F,BLK,41.77104309585807,-87.63983094130077,POINT (-87.639830941301 41.771043095858),60621.0
2013-05-19 02:10:00,Austin,2013,5,19,2,10,50-59,M,BLK,41.87561690414193,-87.74552905869923,POINT (-87.745529058699 41.875616904142),60644.0
2013-05-24 22:59:00,Austin,2013,5,24,22,59,0-19,M,BLK,41.88869834585807,-87.76456465387966,POINT (-87.76456465388 41.888698345858),60644.0
2013-05-24 23:46:00,Humboldt Park,2013,5,24,23,46,20-29,M,BLK,41.90139690414193,-87.71937905869923,POINT (-87.719379058699 41.901396904142),60651.0
